id	title	description	link	image_link	additional_image_link	availability	price	condition	brand
1202	Apa Micelara pentru Scalp pH 7 - 150 ml	NOUA SOLUȚIE ANTI-MĂTREAȚĂ CU ACȚIUNE INSTANTANEE PENTRU PĂR, PÂNĂ LA 100% FĂRĂ MĂTREAȚĂ DUPĂ PRIMA SPĂLARE. Apă micelară purificatoare, pH 7, TESTATĂ CLINIC CARACTERISTICI Apă micelară purificatoare pentru scalp. Purifică, echilibrează delicat scalpul și îndepărtează fulgii liberi de mătreață. Lasă scalpul cu o senzație plăcută de curățenie, prospețime și purificare, datorită acțiunii sucului de Aloe Vera și a uleiului de arbore de ceai.	https://salonbeautyarena.ro/product/apa-micelara-pentru-scalp-ph-7-150-ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/apa-micelara-pentru-scalp-ph-7-150-ml-911558.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/apa-micelara-pentru-scalp-ph-7-150-ml-229912.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/apa-micelara-pentru-scalp-ph-7-150-ml-910843.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/apa-micelara-pentru-scalp-ph-7-150-ml-995282.jpg	in_stock	151.00 RON	new	Medavita
2431	Balsam bifazic cu pigment aramiu/cupru fara clatire cu colagen si ceramide -150 ml	BLONDIE: CÂT DE BLONDĂ VREI TU! Gama Medavita Blondie răspunde nevoilor tuturor blondelor și oferă soluții pentru ridicarea, colorarea și îngrijirea fiecăreia dintre numeroasele nuanțe de blond: de la tonuri mai argintii până la nuanțe mai calde și mai bogate de blond ca mierea și blond auriu. Pentru a scoate la iveală cea mai bună versiune a ta.	https://salonbeautyarena.ro/product/balsam-bifazic-cu-pigment-aramiu_cupru-fara-clatire-cu-colagen-si-ceramide-150-ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-aramiu-cupru-fara-clatire-cu-colagen-si-ceramide-150-ml-522885.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-aramiu-cupru-fara-clatire-cu-colagen-si-ceramide-150-ml-803789.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-aramiu-cupru-fara-clatire-cu-colagen-si-ceramide-150-ml-478001.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-aramiu-cupru-fara-clatire-cu-colagen-si-ceramide-150-ml-554300.jpg	in_stock	185.00 RON	new	Medavita
2429	Balsam bifazic cu pigment cald fara clatire,cu colagen si ceramide - 150ml	BLONDIE: CÂT DE BLONDĂ VREI TU! Gama Medavita Blondie răspunde nevoilor tuturor blondelor și oferă soluții pentru ridicarea, colorarea și îngrijirea fiecăreia dintre numeroasele nuanțe de blond: de la tonuri mai argintii până la nuanțe mai calde și mai bogate de blond ca mierea și blond auriu. Pentru a scoate la iveală cea mai bună versiune a ta.	https://salonbeautyarena.ro/product/balsam-bifazic-cu-pigment-cald-fara-clatirecu-colagen-si-ceramide-150ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-cald-fara-clatire-cu-colagen-si-ceramide-150ml-848346.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-cald-fara-clatire-cu-colagen-si-ceramide-150ml-907336.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-cald-fara-clatire-cu-colagen-si-ceramide-150ml-756643.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-cald-fara-clatire-cu-colagen-si-ceramide-150ml-234835.jpg	in_stock	185.00 RON	new	Medavita
2388	Balsam bifazic cu pigment rece/cenusiu - fara clatire - cu colagen si ceramide -150ml	BLONDIE: CÂT DE BLONDĂ VREI TU! Gama Medavita Blondie răspunde nevoilor tuturor blondelor și oferă soluții pentru ridicarea, colorarea și îngrijirea fiecăreia dintre numeroasele nuanțe de blond: de la tonuri mai argintii până la nuanțe mai calde și mai bogate de blond ca mierea și blond auriu. Pentru a scoate la iveală cea mai bună versiune a ta.	https://salonbeautyarena.ro/product/balsam-bifazic-cu-pigment-rece_cenusiu-fara-clatire-cu-colagen-si-ceramide-150ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-rece-cenusiu-fara-clatire-cu-colagen-si-ceramide-150ml-068621.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-rece-cenusiu-fara-clatire-cu-colagen-si-ceramide-150ml-039267.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-rece-cenusiu-fara-clatire-cu-colagen-si-ceramide-150ml-362202.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-rece-cenusiu-fara-clatire-cu-colagen-si-ceramide-150ml-806505.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-rece-cenusiu-fara-clatire-cu-colagen-si-ceramide-150ml-006088.jpg	in_stock	209.00 RON	new	Medavita
2430	Balsam bifazic cu pigment violet fara clatire cu colagen si ceramide-150 ml	BLONDIE: CÂT DE BLONDĂ VREI TU! Gama Medavita Blondie răspunde nevoilor tuturor blondelor și oferă soluții pentru ridicarea, colorarea și îngrijirea fiecăreia dintre numeroasele nuanțe de blond: de la tonuri mai argintii până la nuanțe mai calde și mai bogate de blond ca mierea și blond auriu. Pentru a scoate la iveală cea mai bună versiune a ta.	https://salonbeautyarena.ro/product/balsam-bifazic-cu-pigment-violet-fara-clatire-cu-colagen-si-ceramide-150-ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-violet-fara-clatire-cu-colagen-si-ceramide-150-ml-038507.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-violet-fara-clatire-cu-colagen-si-ceramide-150-ml-183600.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-violet-fara-clatire-cu-colagen-si-ceramide-150-ml-116861.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-bifazic-cu-pigment-violet-fara-clatire-cu-colagen-si-ceramide-150-ml-889985.jpg	in_stock	185.00 RON	new	Medavita
2379	Balsam Blondie cu ceramide si acid hialuronic pentru hidratare si umplere - 150ml	BLONDIE: CÂT DE BLONDĂ VREI TU! Gama Medavita Blondie răspunde nevoilor tuturor blondelor și oferă soluții pentru ridicarea, colorarea și îngrijirea fiecăreia dintre numeroasele nuanțe de blond: de la tonuri mai argintii până la nuanțe mai calde și mai bogate de blond ca mierea și blond auriu. Pentru a scoate la iveală cea mai bună versiune a ta.	https://salonbeautyarena.ro/product/balsam-blondie-cu-ceramide-si-acid-hialuronic-pentru-hidratare-si-umplere-150ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-blondie-cu-ceramide-si-acid-hialuronic-pentru-hidratare-si-umplere-150ml-461181.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-blondie-cu-ceramide-si-acid-hialuronic-pentru-hidratare-si-umplere-150ml-137125.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-blondie-cu-ceramide-si-acid-hialuronic-pentru-hidratare-si-umplere-150ml-225570.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-blondie-cu-ceramide-si-acid-hialuronic-pentru-hidratare-si-umplere-150ml-192108.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-blondie-cu-ceramide-si-acid-hialuronic-pentru-hidratare-si-umplere-150ml-118142.jpg	in_stock	117.00 RON	new	Medavita
1147	Balsam Cationic pentru lungimi foarte uscate si frizate -150ml	CHIAR ȘI CEL MAI REBEL PĂR POATE FI ÎMBLÂNZIT CU GAMA HIDRATONIQUE! Cel mai indisciplinat păr poate fi domolit, iar cel mai bun mod de a face acest lucru este un tratament post-șamponare condiționat și hidratant: Hydrationique. Datorită proprietăților sale de condiționare, hidratare și hrănire evidente, acesta conferă firului de păr un efect cosmetic după utilizarea tratamentelor pentru scalp de la Medavita. Ideal pentru părul poros, static și predispus la rupere. FLUID CATIONIC Foarte asemănător cu fibrele de păr datorită prezenței uleiului de Jojoba, acest tratament de îngrijire acoperă părul cu o peliculă protectoare care îi conferă strălucire intensă, catifelare, luminozitate și garantează o pieptănare ușoară. Îmbogățit cu Amino Concentrat și ulei de măsline.	https://salonbeautyarena.ro/product/balsam-cationic-pentru-lungimi-foarte-uscate-si-frizate-150ml	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-cationic-pentru-lungimi-foarte-uscate-si-frizate150ml-109794.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-cationic-pentru-lungimi-foarte-uscate-si-frizate150ml-142740.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-cationic-pentru-lungimi-foarte-uscate-si-frizate150ml-465452.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-cationic-pentru-lungimi-foarte-uscate-si-frizate150ml-609067.jpg	in_stock	137.00 RON	new	Medavita
1206	Balsam pt Scalp si Lungimi pH 3.7 - 150ml - Medavita	METODĂ, REGULARITATE, DETERMINARE: REGULA CORECTĂ PENTRU EXCESUL DE SEBUM. ECHILIBRUL SCALPULUI ESTE UN OBIECTIV CARE TREBUIE ATINS ZI DE ZI. Requilibre, o soluție antisebum care elimină delicat, dar ferm, excesul de sebum, calmează iritațiile și lasă scalpul profund purificat. Iar părul rămâne curat pentru mai mult timp. Datorită prezenței ghimbirului, cu proprietăți revitalizante, antioxidante și de stimulare a circulației sanguine, Requilibre: Normalizează producția de sebum; Purifică scalpul; Calmează și ameliorează iritațiile; Inhibă enzima 5α-Reductase. pH 3.7 Requilibre garantează un scalp și lungimi cu adevărat sănătoase, pentru un păr purificat și curat pentru mai mult timp.	https://salonbeautyarena.ro/product/balsam-pt-scalp-si-lungimi-ph-37-150ml-medavita	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-pt-scalp-si-lungimi-ph-3-7-150ml-medavita-970643.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-pt-scalp-si-lungimi-ph-3-7-150ml-medavita-924331.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-pt-scalp-si-lungimi-ph-3-7-150ml-medavita-751656.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-pt-scalp-si-lungimi-ph-3-7-150ml-medavita-356750.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/balsam-pt-scalp-si-lungimi-ph-3-7-150ml-medavita-160289.jpg	in_stock	127.00 RON	new	Medavita
301075	Cadou Hidratare - NUTRISUBSTANCE - Medavita	SET SAMPON,MASCA SI MICROEMULSIE PENTRU HIDRATARE SAMPON HIDRATARE 250 ml HRĂNIRE TIMP DE 24 DE ORE PENTRU REZULTATE DE VIS! Stilul de viață agitat, poluarea, smogul, daunele provocate de soare, dietele sărace, utilizarea greșită a uscătoarelor de păr și a aparatelor de îndreptat: toți acești factori ne lasă părul lipsit de strălucire și uscat. Toată lumea, inclusiv bărbații și femeile de toate vârstele, se vor confrunta cu părul uscat cel puțin o dată în viață. Laboratoarele Medavita au o soluție: Gama Nutrisubstance. ACȚIUNE: Curăță în timp ce hidratează și hrănește. Hrănește în profunzime și potolește setea structurii părului, formând un înveliș părului pe lungimi și vârfuri, ușurează descurcarea și adaugă catifelare și strălucire. Conține Unt de Shea cu o acțiune hidratantă, hrănitoare, emolientă, antioxidantă și anti-ageing și Gumă de Guar care formează un film pe firul de păr. Îmbogățit cu complexul Amino Concentré, pentru un efect Hrănitor de lungă durată. INDICAȚIE: Păr uscat și păr sensibilizat de tratamentele chimice. APLICARE: Distribuiți 7-15 ml de produs (conform tipului de păr) uniform pe scalp, lucrând de pe zonele de spate, lateral și față către centrul capului, pentru a curăța în totalitate. Masați ușor cu vârful degetelor și clătiți în totalitate. Repetați aplicarea folosind 5-10 ml de produs și clătiți în totalitate. Ștergeți cu prosopul excesul de apă și completați tratamentul cu produsele specifice NUTRISUBSTANCE. MASCA HIDRATARE 150 ml Tratament de înfrumusețare cu textură bogată pentru hidratarea părului și redarea catifelării pierdute, a strălucirii și a volumulului. Conține unt de shea, un adevărat nutrient de frumusețe pentru fibra capilară cu rol hidratant, hrănitoare, emolientă, antioxidantă și anti-îmbătrânire. puteri. Ulei de jojoba cu o mare afinitate pentru păr. fibra capilară este o sursă de întărire intensă și hidratare pentru părul uscat și pentru părul sensibilizat de tratamentele chimice. Părul capătă volum, catifelare și strălucire. Formulă îmbogățită cu prețioasul Complex Amino Concentré ce are un efect imediat de tratament de recompoziție selectivă a fibrei capilare, și o acțiune de etanșare a substanțelor nutritive, pentru un efect de hrănire de lungă durată. APLICARE: După aplicarea șamponului NUTRISUBSTANCE Nutritive, distribuiți 30 ml de produs (conform tipului de păr) pe lungimi și vârfuri, masând șuvițele. Distribuiți produsul uniform cu pieptănul Medavita, lăsați să acționeze pentru 5 minute și apoi clătiți în totalitate. Completați tratamentul cu produsele specifice NUTRISUBSTANCE. Sistem de eliberare microdispersie special dozat care aderă la compoziția structurală a firului de păr și poate elibera ingredientele active prețioase selectiv, exact unde părul are nevoie de hrănire, amplificându-i apărarea. Restaurează instant un aspect sănătos și strălucitor părului, eliminând semnele vizibile și invizibile ale stresului chimic și mecanic. Conține unt de Shea, un adevărat nutrient de frumusețe pentru păr cu puteri de hidratare, hrănire, emolient, antioxidant și anti ageing. Îmbogățește părul cu Colagen, restaurând elasticitatea pierdută și performează o funcție înalt reparatoare. Lungimile rămân sănătoase, suple și extrem de moi. Îmbogățit cu complex Amino Concentré, pentru un efect Hrănitor de lungă durată. MICROEMULSIE NUTRITIVA SPRAY 50 ml INDICAȚIE: Păr uscat și păr sensibilizat de tratamentele chimice. APPLICARE : După aplicarea produselor specifice NUTRISUBSTANCE, pulverizați pe întreaga lungime și pe vârfuri, și masați șuvițele. Distribuiți produsul uniform cu pieptănul Medavita. Nu se clătește.	https://salonbeautyarena.ro/product/cadou-hidratare-nutrisubstance-medavita	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-716565.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-907387.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-535125.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-543715.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-263115.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-934001.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/cadou-hidratare-nutrisubstance-medavita-260892.jpg	in_stock	297.00 RON	new	Medavita
2285-2287-2309	Cadou HUILE D'ETOILE - sampon + masca + ulei de stralucire, ambalate individual	Șampon strălucire cu uleiuri naturale Huile -250 ml Curățare echilibrată - Iluminant - Hrănitor - Protectiv - Calmant SCOP: Tratament de strălucire. ACȚIUNE: Efectuează o curățare echilibrată, în timp ce complexul unic de uleiuri (Sacha inchi, Moringa, Cyperus și Linseed), bogate în antioxidanți naturali, dă părului extremă strălucire și hrănire, protejându-l și prevenind uscarea, datorită Pantenolului. Formula îmbogățită cu complexul prețios Amino Concentré, pentru un efect de Splendoare de lungă durată. INDICAȚII: Toate tipurile de păr. APLICARE: Aplicați uniform, masând ușor părul. Clătiți în totalitate. Ștergeți cu prosopul excesul de apă și continuați îngrijirea cu produsele specifice HUILE D’ÉTOILE. BENEFICIU: Șampon pentru intensificarea strălucirii infuzat cu uleiuri naturale prețioase. Conferă extremă strălucire și catifelare părului. Mască Stralucire din uleiuri naturale-150 ml Iluminant - Hrănitor - Descurcă - Protectiv - Calmant SCOP: Tratament de strălucire. ACȚIUNE: Înmoaie firul de păr fără a-l îngreuna, face părul moale și mătăsos. Complexul exclusiv de uleiuri (Sacha inchi, Moringa, Cyperus și Linseed), bogate în antioxidanți naturali, dă părului extremă strălucire și hrănire, protejându-l și prevenind uscarea. Untul de Shea și Glicerina conferă adițională hidratare și protecție. Formula îmbogățită cu complexul prețios Amino Concentré, pentru un efect de Splendoare de lungă durată. INDICAȚII: Toate tipurile de păr. APLICARE: După aplicarea șamponului HUILE D’ÉTOILE, aplicați pe lungimi și vârfuri, masând șuvițele. Lăsați să acționeze pentru 5 minute și clătiți în totalitate. BENEFICIU: Mască iluminantă de splendoare infuzată cu uleiuri naturale prețioase. Amplifică strălucirea și catifelarea părului. Ulei Stralucire Ulei de păr pentru amplificarea strălucirii, cu efect mătăsos. Iluminant - Adaugă strălucire - Efect mătăsos - Protectiv - Calmant - Îmbietor - Anti-încrețire SCOP: Tratament de strălucire. ACȚIUNE: Textura sa catifelată este rapid absorbită de firul de păr, conferindu-i instant strălucire și splendoare, făcându-l moale și mătăsos, cu un parfum îmbietor. Mai mult, face părul extrem de ușor de pieptănat, ajutând la o mai bună definire a stylingului datorită efectului său anti-frizz, în timp ce reînvie culoarea părului. Complexul exclusiv de uleiuri (Sacha inchi, Moringa, Cyperus și Linseed), bogate în antioxidanți naturali, conferă extremă strălucire și hrănire părului, protejându-l și prevenind uscarea. Potrivit pentru utilizare zilnică, oricând este dorită de o atingere de imediată Splendoare în timpul zilei. INDICAȚII: Toate tipurile de păr. APLICARE: Aplicați oricând se dorește câteva picături de ulei pe păr ud sau pe păr uscat. Nu se clătește.	https://salonbeautyarena.ro/product/cadou-huile-detoile-sampon-masca-ulei-de-stralucire-ambalate-individual	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/pachet-cadou-huile-d-etoile-sampon-masca-ulei-de-stralucire-178944.jpg	https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/pachet-cadou-huile-d-etoile-sampon-masca-ulei-de-stralucire-016956.jpg,https://gomagcdn.ro/domains2/luxurybeauty.ro/files/product/original/pachet-cadou-huile-d-etoile-sampon-masca-ulei-de-stralucire-354011.jpg	in_stock	270.00 RON	new	Medavita
